ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous,population
8250002.31,8250002.31,42.7,8.7,3.5,5.9,12.4,2.8,3.3,3.1,0.3,0.3,0.5,54.1,3.3,4290
8250002.32,8250002.32,25.4,5.0,1.9,2.0,8.6,0.0,2.6,0.7,0.0,1.0,0.6,70.1,4.1,3500
8250002.33,8250002.33,34.3,6.9,3.3,3.5,2.8,3.2,3.8,3.3,0.0,2.7,0.7,62.2,3.5,2990
8250002.34,8250002.34,25.6,7.1,5.6,1.5,1.9,1.5,2.8,2.7,0.0,0.4,0.0,72.9,1.6,4960
8250002.35,8250002.35,35.7,4.6,3.5,1.0,11.9,1.6,6.2,1.3,0.0,1.8,0.0,61.8,2.5,3400
8250002.36,8250002.36,33.4,4.8,3.1,3.5,10.5,3.1,4.5,0.8,0.0,1.1,0.0,62.2,4.3,3245
8250002.37,8250002.37,31.1,6.1,2.0,4.4,6.8,3.0,3.3,1.4,0.0,1.5,0.3,64.6,4.4,3295
8250002.38,8250002.38,40.1,9.6,3.9,5.1,8.0,2.0,4.5,1.9,1.1,1.4,0.5,57.1,2.9,14180
8250002.39,8250002.39,28.2,5.1,5.6,2.9,6.9,1.2,1.4,1.1,1.9,0.5,0.2,68.6,3.2,6645
8250002.40,8250002.40,31.3,7.7,4.8,2.8,7.3,1.7,4.1,1.2,0.0,0.2,0.2,65.5,3.2,9215
8250003.00,8250003.00,9.0,0.0,1.6,1.3,2.9,0.8,1.0,0.0,0.0,0.0,0.0,87.6,3.4,3115
8250004.00,8250004.00,13.1,1.5,0.8,1.5,4.0,0.5,1.5,1.2,0.0,0.0,1.0,84.4,2.3,3020
8250005.00,8250005.00,26.3,1.2,2.4,4.8,11.4,0.0,3.4,1.2,0.0,0.0,1.2,71.0,2.7,2070
8250006.00,8250006.00,27.7,1.8,2.5,4.2,11.2,1.1,1.7,1.9,0.6,0.6,0.7,68.0,4.3,6100
8250007.01,8250007.01,16.8,1.5,1.8,1.7,3.2,2.3,2.9,0.3,0.4,1.8,0.5,79.4,3.7,5700
8250007.02,8250007.02,20.1,1.0,2.6,4.9,4.7,2.3,2.6,1.0,0.2,0.0,0.0,72.5,7.5,5935
8250007.03,8250007.03,14.0,2.4,3.6,1.7,1.4,0.6,1.9,0.2,0.2,0.8,0.6,83.7,2.2,5620
8250007.05,8250007.05,14.2,1.5,5.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,1.5,670
8250007.06,8250007.06,19.3,3.1,5.8,1.2,2.8,2.1,2.8,0.0,0.3,0.0,0.7,77.5,3.1,3360
8250007.07,8250007.07,27.3,5.8,13.8,0.7,0.0,0.0,1.1,0.0,0.0,0.0,0.0,71.3,1.8,1375
8250008.00,8250008.00,13.1,1.8,1.2,2.0,4.4,0.0,0.9,0.9,0.0,0.7,0.5,83.9,3.0,2820
8250009.00,8250009.00,24.7,1.6,4.8,3.4,7.4,1.8,0.4,2.2,0.4,1.2,0.0,69.2,6.2,2515
8250010.00,8250010.00,34.4,4.9,3.7,4.4,8.6,2.6,4.4,1.3,1.2,1.1,0.5,61.2,4.4,6985
8250011.00,8250011.00,11.2,1.1,2.3,0.3,4.6,0.0,0.9,0.6,0.0,0.0,0.8,84.4,4.6,3265
8250012.00,8250012.00,26.5,1.4,1.3,2.6,13.2,0.0,1.7,3.0,0.0,0.6,0.5,69.8,3.9,3890
8250013.00,8250013.00,37.5,6.4,4.1,6.0,11.6,1.6,2.7,0.9,1.1,2.4,0.2,57.9,4.5,4680
8250014.00,8250014.00,18.0,2.8,3.6,3.1,3.5,0.0,1.3,0.5,0.4,1.0,0.2,80.4,1.8,4565
8250015.00,8250015.00,9.0,1.5,1.7,0.7,2.5,0.0,0.4,0.3,0.0,0.6,0.7,88.2,2.6,3430
8250016.00,8250016.00,12.0,0.9,1.6,3.5,1.1,0.4,1.1,0.4,1.5,0.5,0.2,82.2,5.7,4655
8250017.01,8250017.01,27.5,2.6,0.9,7.0,6.3,4.1,1.2,0.8,0.9,1.2,1.5,69.6,2.8,4940
8250017.03,8250017.03,29.4,2.1,2.2,5.6,5.9,2.6,4.7,1.5,0.8,2.8,0.0,66.5,4.2,3585
8250017.04,8250017.04,28.8,4.3,7.7,2.5,4.0,1.5,1.0,0.3,2.3,2.9,0.2,69.6,1.5,4370
8250017.05,8250017.05,39.2,6.7,12.5,1.7,3.8,3.3,0.6,2.4,2.8,3.0,1.3,59.8,0.8,3530
8250017.06,8250017.06,42.1,5.0,16.8,2.0,2.0,5.9,0.5,2.4,2.4,3.8,0.6,57.3,0.8,5100
8250018.01,8250018.01,21.4,2.2,3.7,2.0,5.0,1.5,2.5,1.2,0.0,1.0,0.0,76.5,2.0,2985
8250018.02,8250018.02,18.2,6.5,1.9,2.9,2.2,2.6,0.5,0.0,0.0,0.0,0.0,80.6,1.2,2085
8250019.00,8250019.00,27.7,1.4,2.9,3.5,7.6,4.6,1.9,1.1,1.5,1.0,0.8,68.7,3.6,5010
8250020.00,8250020.00,23.6,3.1,2.3,2.5,5.1,2.6,1.6,0.8,1.4,1.3,0.2,73.3,3.0,5115
8250021.01,8250021.01,21.6,2.5,4.3,3.4,4.1,1.1,2.7,0.7,0.5,1.1,1.1,75.6,3.0,2805
8250021.02,8250021.02,22.3,2.3,4.3,1.5,2.0,3.3,4.1,0.5,2.6,0.0,0.0,74.4,3.3,1955
8250022.01,8250022.01,17.1,3.2,6.3,1.5,0.3,0.6,2.2,0.2,0.6,0.8,0.4,81.0,1.9,4625
8250022.02,8250022.02,25.2,5.4,3.9,2.9,1.5,4.2,1.0,1.2,0.7,1.7,0.0,71.3,3.5,2960
8250023.00,8250023.00,14.7,2.2,4.3,0.8,1.2,0.6,1.3,0.7,0.9,1.3,0.4,82.9,2.5,5285
8250024.00,8250024.00,19.7,2.8,4.1,3.5,2.4,0.8,1.9,1.2,0.3,0.6,0.8,77.2,3.1,7065
8250025.00,8250025.00,21.6,2.8,4.6,3.5,2.0,0.6,3.5,0.8,1.2,0.8,0.3,73.6,4.8,5295
8250026.00,8250026.00,27.7,4.5,3.4,12.0,1.0,0.0,1.6,0.6,2.0,1.0,0.0,64.5,7.7,3425
8250027.01,8250027.01,27.8,4.4,3.5,8.2,4.6,0.7,2.1,1.0,0.5,0.8,0.8,66.4,5.6,3035
8250027.02,8250027.02,23.3,8.2,5.3,1.9,1.1,1.6,0.0,0.0,0.0,1.9,1.9,74.0,2.7,1885
8250027.03,8250027.03,16.7,2.2,3.3,0.6,2.2,0.6,2.2,1.9,1.4,0.0,0.0,79.1,4.2,1795
8250028.00,8250028.00,10.0,1.8,3.6,0.0,0.3,0.4,0.5,1.1,0.3,0.8,0.0,88.5,1.7,3915
8250029.00,8250029.00,28.0,4.3,4.1,3.4,6.0,2.8,2.7,1.7,1.0,0.8,0.3,69.3,2.7,7060
8250030.00,8250030.00,30.5,4.4,3.7,7.7,3.8,2.3,3.1,1.0,0.9,1.0,1.0,67.1,2.5,4775
8250031.01,8250031.01,39.6,9.7,6.9,6.1,3.9,1.5,5.4,1.5,0.6,2.2,0.4,58.3,2.1,5090
8250031.02,8250031.02,22.6,3.1,5.2,2.8,3.0,1.9,3.1,0.8,0.7,0.7,0.2,73.6,3.9,4500
8250032.00,8250032.00,16.3,2.5,0.9,4.8,2.3,0.0,0.9,1.6,0.0,0.9,0.0,79.1,4.8,2175
8250033.01,8250033.01,16.2,1.4,1.2,4.3,3.2,0.0,2.3,0.9,0.0,0.0,0.0,74.7,9.3,3235
8250033.02,8250033.02,17.0,1.6,0.4,4.8,6.4,0.9,0.4,0.8,0.0,0.0,0.4,75.5,7.5,5100
8250034.00,8250034.00,14.0,2.1,2.7,2.8,0.4,2.7,1.3,0.2,0.0,0.2,0.6,80.7,5.3,4135
8250035.01,8250035.01,29.6,1.7,1.2,6.4,5.5,2.0,3.1,6.3,0.4,0.1,0.1,63.4,6.9,6920
8250035.02,8250035.02,23.4,2.5,2.2,1.3,0.6,5.7,0.9,7.6,0.0,0.0,0.0,67.4,8.9,1580
8250036.01,8250036.01,33.5,2.4,1.5,9.2,8.6,2.0,2.8,4.7,0.0,0.0,0.7,60.3,6.3,3730
8250036.02,8250036.02,34.5,1.7,0.9,4.6,7.6,5.4,0.8,10.9,0.0,0.0,0.0,55.9,9.6,3175
8250037.00,8250037.00,43.5,2.3,1.2,11.5,8.5,6.8,1.6,9.4,0.0,0.0,0.0,45.5,11.1,4055
8250038.02,8250038.02,49.8,1.8,2.9,9.5,7.0,16.2,2.5,4.9,0.8,0.0,0.0,46.3,4.0,3985
8250038.03,8250038.03,65.2,5.2,4.4,23.0,11.3,8.3,2.9,7.7,0.0,0.0,0.5,31.9,2.9,3975
8250038.04,8250038.04,55.5,2.1,2.5,10.9,18.3,4.8,3.3,11.0,0.4,0.0,0.0,39.0,5.5,5985
8250038.05,8250038.05,54.2,3.3,3.8,12.0,12.6,7.2,1.8,8.5,1.3,0.0,0.0,38.6,7.2,4685
8250038.06,8250038.06,44.7,4.3,2.1,11.0,13.3,4.2,2.9,4.2,0.0,0.0,0.2,49.0,6.3,6535
8250038.07,8250038.07,55.8,4.3,3.1,9.5,15.8,15.9,0.8,3.1,0.0,0.0,0.0,39.4,4.8,4375
8250038.08,8250038.08,65.3,4.8,4.6,13.7,16.9,8.8,2.5,5.1,1.4,0.0,0.0,32.4,2.3,4940
8250038.10,8250038.10,69.7,12.6,5.5,11.9,9.8,17.3,2.5,6.0,1.4,0.0,0.3,27.5,2.8,5360
8250038.11,8250038.11,71.9,12.6,4.6,12.6,16.3,13.3,2.0,4.3,2.7,0.0,0.0,25.3,2.9,5185
8250038.12,8250038.12,53.9,12.7,2.0,11.2,7.1,9.4,4.3,3.2,1.6,0.0,0.2,43.3,2.8,5105
8250038.13,8250038.13,69.8,30.2,3.9,8.5,6.2,11.7,0.8,3.9,2.1,0.3,0.0,27.0,3.2,5245
8250038.14,8250038.14,60.3,15.3,1.6,9.2,11.1,12.6,3.1,5.0,0.4,0.0,0.2,36.4,3.3,5630
8250038.15,8250038.15,73.7,26.0,5.4,9.8,15.1,5.6,1.6,3.3,3.0,0.0,0.5,24.0,2.2,5845
8250038.17,8250038.17,61.1,24.3,1.4,12.2,10.5,3.0,5.5,1.7,0.6,0.0,0.0,34.0,5.0,6035
8250038.18,8250038.18,71.9,35.3,2.0,11.3,11.3,2.0,2.9,1.0,4.3,0.0,0.0,23.4,4.7,6125
8250038.20,8250038.20,73.6,5.3,3.4,8.6,23.8,3.7,2.1,20.2,0.5,0.0,0.6,22.4,4.0,6830
8250038.21,8250038.21,39.1,4.5,3.8,5.8,10.3,4.3,2.2,7.1,0.2,0.0,0.0,52.1,9.0,5295
8250038.22,8250038.22,73.1,28.5,7.8,4.9,4.8,6.9,1.4,11.7,1.8,0.0,0.0,25.4,1.6,4755
8250038.23,8250038.23,57.5,11.7,2.1,11.4,9.2,13.1,2.3,4.0,1.6,0.0,0.0,37.1,5.4,4750
8250038.24,8250038.24,80.0,23.4,4.1,10.2,16.7,3.1,3.8,11.9,2.6,0.2,0.3,17.7,2.4,5715
8250038.25,8250038.25,62.4,17.9,2.0,7.7,11.6,13.2,2.0,4.4,1.1,0.0,0.0,32.6,5.0,4900
8250038.27,8250038.27,86.8,57.8,5.0,2.6,7.5,2.4,1.2,5.6,2.1,0.2,0.0,11.9,1.2,5610
8250038.28,8250038.28,72.2,30.5,2.0,13.1,13.2,2.1,4.2,2.3,3.2,0.0,0.0,23.6,4.2,4285
8250038.30,8250038.30,77.1,48.6,0.6,5.8,11.7,1.7,2.0,2.5,1.7,0.0,0.0,18.5,4.4,5405
8250038.35,8250038.35,96.2,71.5,0.3,7.2,10.4,1.3,1.3,2.0,1.1,0.0,0.1,3.5,0.3,9935
8250038.36,8250038.36,91.7,56.1,1.5,9.4,12.9,1.8,1.9,1.9,2.6,0.2,0.1,7.8,0.5,12830
8250038.37,8250038.37,77.9,36.2,2.1,15.8,12.6,0.9,3.0,2.0,2.7,0.4,0.0,20.6,1.6,6600
8250038.38,8250038.38,83.0,45.0,2.3,9.6,12.0,2.0,4.0,3.1,2.2,0.0,0.0,15.9,1.1,7415
8250038.39,8250038.39,93.7,72.2,0.7,7.5,6.3,0.0,1.2,1.6,2.1,0.0,0.0,5.0,1.4,3795
8250038.40,8250038.40,95.8,76.5,0.0,2.1,11.9,0.0,0.6,1.7,1.2,0.0,0.0,3.8,0.4,4710
8250038.41,8250038.41,91.3,68.7,0.5,5.0,10.3,0.3,1.0,0.0,3.4,0.0,0.0,8.0,0.7,3675
8250038.42,8250038.42,94.2,67.9,0.7,6.1,10.1,1.5,1.7,3.3,1.4,0.0,0.0,5.4,0.4,3600
8250038.43,8250038.43,92.8,60.1,0.4,6.9,17.4,1.3,2.3,1.8,0.7,0.0,0.0,7.0,0.3,5040
8250038.44,8250038.44,93.9,65.9,0.0,5.7,10.1,1.1,2.8,0.8,5.2,0.0,0.0,5.2,0.9,4350
8250038.45,8250038.45,81.6,51.6,1.7,6.0,13.1,0.4,2.4,1.9,1.9,0.0,0.0,15.2,3.1,4190
8250038.46,8250038.46,89.0,56.5,0.4,11.2,13.3,0.6,1.4,1.8,2.5,0.0,0.0,10.0,1.0,4145
8250038.47,8250038.47,93.0,66.7,1.6,5.7,9.0,1.8,1.9,1.8,3.1,0.0,0.0,6.6,0.4,5020
8250038.48,8250038.48,82.0,55.6,1.7,5.0,7.3,0.8,2.7,1.4,2.3,0.0,0.0,16.3,1.6,4580
8250038.49,8250038.49,87.0,59.9,1.8,5.4,8.7,2.5,2.3,3.6,0.8,0.3,0.0,11.2,1.8,4475
8250039.00,8250039.00,49.8,3.0,2.2,17.0,10.6,4.4,3.3,6.5,0.1,0.2,0.1,42.7,7.5,6730
8250040.00,8250040.00,32.0,3.0,1.6,12.0,2.7,5.1,2.6,1.3,0.5,0.2,0.6,63.2,4.7,5930
8250041.00,8250041.00,29.9,3.4,6.9,5.8,1.7,1.6,2.1,1.9,0.9,0.4,0.9,66.5,3.6,6350
8250042.01,8250042.01,51.5,7.8,18.8,3.6,5.0,2.4,2.8,3.7,1.2,2.5,1.0,45.1,3.3,4425
8250042.02,8250042.02,38.5,5.9,14.4,4.8,2.7,0.0,1.6,3.7,0.0,1.6,2.1,56.1,5.9,935
8250043.00,8250043.00,53.9,13.7,15.3,6.9,3.9,2.0,4.0,1.3,2.0,2.1,0.4,43.5,2.5,7420
8250044.00,8250044.00,35.0,6.5,4.4,5.5,4.2,2.3,4.4,1.2,1.7,1.3,0.6,61.8,3.2,9260
8250045.01,8250045.01,41.5,2.9,3.5,19.1,1.4,3.6,5.6,0.4,0.8,1.5,0.0,55.1,3.4,3565
8250045.02,8250045.02,38.0,7.8,7.0,7.1,2.9,1.9,4.0,0.9,1.6,2.2,0.8,59.2,2.9,6115
8250046.01,8250046.01,58.3,18.9,8.9,9.7,4.8,4.0,3.4,2.1,2.2,2.7,0.4,39.0,2.7,7310
8250046.02,8250046.02,31.3,5.7,6.7,9.5,1.8,1.0,0.9,1.2,1.4,0.8,0.5,65.2,3.6,4595
8250047.00,8250047.00,38.0,3.5,4.3,6.7,9.5,3.3,2.1,0.8,1.1,1.9,0.7,57.0,5.1,5300
8250048.00,8250048.00,34.2,4.8,4.7,7.7,2.8,4.6,2.2,0.6,1.1,2.6,0.6,63.2,2.7,5995
8250049.01,8250049.01,18.2,2.1,3.0,0.8,3.9,1.4,2.4,0.5,0.7,2.1,0.5,79.0,2.9,4140
8250049.04,8250049.04,20.6,1.7,5.1,3.8,3.2,2.3,1.2,1.1,0.0,2.3,0.0,73.7,5.7,3330
8250049.05,8250049.05,35.2,4.5,7.7,4.0,3.6,2.1,2.7,1.7,3.7,3.6,0.7,63.2,1.7,4220
8250049.06,8250049.06,23.8,4.9,4.8,1.4,2.6,2.2,1.3,1.8,1.3,0.8,1.1,73.0,3.3,4260
8250049.07,8250049.07,33.7,6.6,10.6,0.5,1.3,6.4,0.8,1.3,2.1,1.3,0.8,66.0,0.0,1885
8250050.01,8250050.01,18.9,2.3,2.1,6.2,4.5,0.0,1.6,0.8,0.0,0.0,0.0,70.6,10.4,3960
8250050.07,8250050.07,11.2,0.8,1.2,1.3,2.3,0.5,1.5,0.0,1.0,1.2,0.0,82.6,6.0,2980
8250050.10,8250050.10,38.8,6.0,10.7,4.7,3.0,3.5,3.5,0.9,1.0,2.5,0.3,59.9,1.2,8060
8250050.12,8250050.12,39.3,7.0,13.9,1.8,2.7,3.0,1.6,1.1,3.0,2.9,0.8,59.3,1.4,6605
8250050.13,8250050.13,50.9,7.4,15.1,4.2,3.7,2.8,3.5,0.6,5.6,5.6,0.8,47.5,1.5,3240
8250050.14,8250050.14,23.0,5.1,6.2,0.5,0.7,0.6,2.5,1.0,1.4,3.2,0.9,75.9,1.3,4330
8250050.15,8250050.15,31.4,5.8,6.4,4.0,1.5,3.8,3.3,1.4,0.8,2.6,0.0,66.1,2.5,3600
8250050.16,8250050.16,54.8,7.0,20.1,4.6,3.2,4.2,2.6,0.5,4.3,4.9,0.6,43.4,1.7,5535
8250050.17,8250050.17,23.7,6.2,2.8,3.1,2.0,1.0,1.9,1.2,2.4,0.7,1.3,73.7,2.5,5370
8250050.18,8250050.18,35.4,9.4,8.7,3.5,2.2,1.5,2.6,0.4,0.7,2.2,0.0,59.6,5.0,2290
8250050.19,8250050.19,39.1,9.4,7.3,3.8,2.9,3.1,3.9,2.0,1.3,2.9,0.3,59.2,1.7,7165
8250050.20,8250050.20,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0.0,45
8250050.21,8250050.21,36.1,5.2,13.2,1.7,2.7,1.3,0.8,1.9,1.9,2.7,0.0,63.1,0.8,2385
8250050.22,8250050.22,50.8,14.1,12.5,7.4,1.2,3.9,1.8,1.2,2.6,3.7,0.8,48.7,0.5,3870
8250051.00,8250051.00,14.1,1.3,1.7,3.3,2.1,0.3,1.4,0.6,1.1,0.0,0.3,78.7,7.2,4885
8250052.01,8250052.01,17.3,2.1,3.2,3.4,1.7,1.9,1.0,1.3,0.6,0.5,0.3,78.7,4.1,3870
8250052.02,8250052.02,11.2,1.1,3.1,2.3,0.3,0.4,0.8,0.0,0.0,0.0,0.8,86.7,2.1,3530
8250052.03,8250052.03,19.4,2.9,11.9,0.0,1.5,0.0,0.3,0.3,0.7,0.3,0.5,78.4,2.1,3655
8250052.04,8250052.04,33.3,3.5,13.1,4.0,1.2,1.2,2.4,1.0,3.5,1.6,0.3,63.4,3.2,4430
8250052.06,8250052.06,18.5,3.2,9.2,0.5,0.8,0.5,1.0,1.4,1.1,0.0,0.0,79.1,2.4,3920
8250052.07,8250052.07,28.8,5.2,11.6,0.5,1.8,1.7,3.2,0.8,1.3,1.1,0.3,69.5,1.7,3935
8250052.09,8250052.09,25.0,7.8,4.0,1.3,2.5,0.5,2.2,0.0,1.9,1.8,0.4,73.3,1.8,5970
8250052.10,8250052.10,32.9,8.8,7.5,2.6,3.7,1.4,1.8,0.6,1.6,2.4,0.0,64.2,2.8,4880
8250052.11,8250052.11,22.0,4.4,5.1,1.8,2.9,1.2,1.8,0.6,0.0,1.6,0.9,73.7,4.1,5065
8250052.12,8250052.12,20.0,5.7,6.4,1.7,1.4,0.4,1.8,0.4,0.6,0.0,0.4,78.3,1.8,4070
8250053.00,8250053.00,21.2,4.1,3.6,2.6,4.0,1.8,1.2,0.3,1.3,0.2,0.4,74.7,4.1,5510
8250054.00,8250054.00,24.3,4.4,9.6,1.5,2.6,0.0,0.8,0.6,0.5,1.4,1.6,72.5,3.3,3970
8250055.00,8250055.00,25.3,4.8,10.8,0.7,2.7,0.0,0.9,0.9,0.0,1.5,0.0,72.9,2.1,2910
8250056.00,8250056.00,21.4,3.7,9.2,1.2,1.1,0.4,1.4,0.7,1.0,0.9,0.7,76.6,1.9,5715
8250057.00,8250057.00,20.9,2.9,6.7,2.6,2.0,0.3,2.4,1.1,0.8,0.6,0.7,76.4,2.8,5625
8250058.00,8250058.00,21.7,3.0,8.0,1.7,0.9,0.2,2.4,1.1,0.7,0.6,0.6,75.1,3.3,6605
8250059.00,8250059.00,30.7,4.0,9.5,3.7,2.9,1.0,2.2,2.2,1.2,0.7,0.6,65.9,3.3,6735
8250060.00,8250060.00,21.4,3.7,6.5,2.4,1.2,0.8,1.6,1.0,0.3,0.0,1.8,74.7,4.0,4975
8250061.00,8250061.00,44.0,6.8,1.8,17.7,6.9,2.3,2.0,1.7,1.3,0.0,0.8,51.4,4.6,3025
8250062.00,8250062.00,29.3,1.8,11.3,2.1,2.7,1.2,2.8,1.9,0.4,0.6,0.5,66.7,3.9,5265
8250063.00,8250063.00,24.2,4.8,9.0,1.7,1.6,0.4,2.2,0.6,0.4,0.6,0.2,72.6,3.3,4955
8250064.00,8250064.00,27.0,4.3,6.4,3.8,2.8,1.5,2.7,0.7,0.4,0.9,1.2,68.3,4.7,5825
8250065.00,8250065.00,36.4,7.0,12.6,2.9,3.0,1.6,4.2,0.4,0.8,0.5,0.4,61.2,2.4,3805
8250066.02,8250066.02,36.9,5.6,11.4,3.4,2.8,4.2,2.1,0.9,2.3,1.7,1.2,61.1,2.0,5135
8250066.03,8250066.03,46.9,12.5,10.3,5.2,2.6,6.6,3.7,0.6,3.1,0.6,0.4,51.4,1.7,3920
8250067.00,8250067.00,50.4,7.2,21.4,1.6,1.8,4.6,1.6,1.6,3.9,3.0,0.6,46.3,3.3,3345
8250068.00,8250068.00,21.8,4.0,7.6,0.5,2.3,0.0,1.6,1.6,1.0,0.9,0.3,75.2,2.9,2885
8250069.00,8250069.00,17.6,3.1,4.7,1.4,2.1,0.7,0.9,1.6,0.9,0.0,0.0,79.3,3.1,2130
8250070.00,8250070.00,21.0,3.8,7.7,0.8,2.2,0.0,1.6,1.6,1.2,0.4,0.8,74.4,4.4,2520
8250071.00,8250071.00,13.9,1.1,4.8,2.1,1.0,0.3,1.4,0.3,0.3,0.3,0.8,80.3,5.9,3140
8250072.00,8250072.00,33.9,3.0,12.4,4.6,3.3,3.5,2.5,1.5,0.7,0.9,0.4,62.2,3.9,6160
8250073.00,8250073.00,34.5,2.9,10.0,7.5,6.7,1.5,2.1,2.5,0.0,0.0,0.0,61.5,4.2,2405
8250074.00,8250074.00,20.4,2.2,7.5,1.3,1.9,1.9,1.3,1.2,0.0,1.3,0.9,75.5,4.1,3455
8250075.01,8250075.01,41.8,2.1,16.7,8.8,4.4,1.8,2.1,3.2,0.0,0.0,1.5,53.8,4.2,3085
8250075.02,8250075.02,43.2,3.0,9.1,17.1,4.3,1.6,3.9,0.5,0.0,0.7,0.5,52.9,3.9,4180
8250076.01,8250076.01,33.0,1.4,16.6,5.4,3.6,1.1,2.0,0.7,0.0,0.0,0.0,58.3,8.5,2770
8250076.02,8250076.02,40.9,3.8,9.7,10.2,7.7,3.3,1.3,0.0,0.7,0.8,0.8,54.2,5.1,3045
8250076.03,8250076.03,18.4,3.2,4.5,2.7,0.8,0.8,2.0,0.8,0.0,0.3,1.3,76.3,5.3,4330
8250076.04,8250076.04,34.5,2.7,9.6,10.3,5.4,1.4,2.7,1.3,0.0,0.0,0.0,59.7,5.7,3925
8250076.05,8250076.05,30.1,2.0,7.4,6.6,3.5,3.5,3.6,0.0,0.0,0.0,0.5,64.2,5.6,3320
8250076.06,8250076.06,38.8,4.3,13.6,8.1,4.8,1.7,2.9,0.8,0.8,0.0,0.3,54.3,6.8,4470
8250076.09,8250076.09,36.0,2.8,14.9,5.7,3.5,2.6,1.8,1.4,0.6,0.5,0.3,58.9,5.1,4705
8250076.13,8250076.13,48.3,8.4,14.3,7.0,6.9,2.5,2.4,1.7,1.1,0.8,1.1,50.3,1.4,7715
8250076.14,8250076.14,51.6,4.7,27.8,5.1,3.5,2.9,2.3,1.7,0.5,0.5,0.7,45.8,2.6,5790
8250076.15,8250076.15,35.8,1.6,12.4,4.4,3.9,3.4,3.9,1.4,0.0,0.0,1.1,61.0,3.0,2180
8250076.19,8250076.19,66.2,16.1,28.5,4.6,3.3,1.9,1.6,3.3,2.7,1.3,0.0,33.1,0.9,3355
8250076.20,8250076.20,52.1,6.3,16.8,5.9,10.7,1.9,2.3,3.8,0.0,0.8,0.3,46.0,1.9,3655
8250076.23,8250076.23,49.6,8.3,8.7,5.5,11.4,2.3,3.8,2.0,2.6,0.9,0.3,47.7,2.7,4560
8250076.24,8250076.24,46.3,9.1,8.5,7.9,9.6,1.1,2.2,2.5,1.5,0.0,1.4,48.3,5.5,5495
8250076.25,8250076.25,69.1,13.8,24.1,9.9,8.2,1.9,2.1,1.9,1.2,1.2,0.6,29.9,1.0,3885
8250076.26,8250076.26,64.4,17.7,11.9,12.9,8.3,1.0,2.9,2.0,3.1,1.1,0.4,34.4,1.2,6965
8250076.27,8250076.27,53.0,12.1,8.8,11.6,5.2,2.4,3.0,3.9,1.1,1.5,0.3,43.7,3.3,4530
8250076.28,8250076.28,63.6,14.1,18.8,11.8,4.7,5.2,2.5,2.3,0.6,0.0,1.1,33.0,3.2,3545
8250076.29,8250076.29,85.9,26.2,13.0,22.0,13.4,1.1,0.9,3.3,1.1,1.1,0.0,14.1,0.0,2840
8250076.30,8250076.30,71.7,17.1,20.6,9.9,7.2,2.7,4.7,2.0,1.5,2.0,0.9,26.4,2.0,7110
8250076.31,8250076.31,76.5,19.6,29.7,7.9,6.0,2.2,2.1,4.0,1.1,0.7,0.1,22.8,0.6,7045
8250076.32,8250076.32,78.2,15.3,32.1,6.4,8.4,1.4,2.6,4.6,3.0,0.7,0.3,20.9,0.9,3800
8250076.33,8250076.33,68.8,14.3,22.0,5.8,7.0,4.4,2.8,3.3,5.5,0.6,0.4,29.4,1.7,4220
8250076.34,8250076.34,48.4,4.4,15.4,6.2,11.9,2.0,3.1,2.3,0.6,0.8,0.6,48.9,2.5,3535
8250076.35,8250076.35,47.1,10.3,14.1,5.5,4.7,1.5,3.8,2.3,1.5,0.3,0.3,49.6,3.2,4335
8250076.37,8250076.37,55.3,10.6,8.2,11.4,12.0,2.0,3.1,2.2,2.6,0.4,0.2,40.6,4.2,4915
8250076.38,8250076.38,53.6,8.0,12.8,6.9,13.4,1.1,1.9,3.4,3.8,0.0,0.0,40.5,5.7,2380
8250076.39,8250076.39,48.3,6.4,11.0,8.9,9.5,2.1,5.0,0.6,0.0,1.9,0.8,47.7,3.7,2420
8250077.01,8250077.01,27.8,6.7,11.6,0.0,1.1,1.3,1.7,0.6,0.0,0.8,1.1,69.5,2.9,2375
8250077.02,8250077.02,42.3,7.1,11.9,5.4,4.7,1.4,2.4,3.0,2.2,1.7,0.7,53.7,4.1,5525
8250077.03,8250077.03,30.2,3.0,16.8,1.5,2.0,1.0,0.7,1.7,1.3,0.0,0.5,66.0,3.8,3000
8250077.04,8250077.04,28.8,6.5,3.6,7.7,2.7,3.1,2.0,0.8,0.4,0.6,0.5,65.1,6.0,5080
8250077.06,8250077.06,45.0,9.6,21.8,4.3,1.2,1.7,0.0,1.0,2.3,1.7,0.2,51.9,3.2,4065
8250077.13,8250077.13,36.9,9.1,15.3,2.0,1.4,3.0,0.9,0.6,0.0,2.0,1.4,61.0,2.1,3295
8250077.14,8250077.14,40.4,8.6,16.9,1.1,2.4,2.1,1.6,1.1,1.3,1.3,1.5,56.6,2.8,3735
8250077.16,8250077.16,65.3,14.0,37.9,0.2,1.5,2.0,2.2,1.0,1.3,2.4,0.3,33.6,1.1,6145
8250077.17,8250077.17,55.2,11.2,28.1,2.1,1.4,2.4,3.2,1.5,3.2,1.3,0.2,41.5,3.3,5045
8250077.19,8250077.19,30.7,2.3,14.3,5.9,1.1,1.1,1.6,0.7,0.7,0.0,0.9,67.5,1.8,4785
